File,mean,variance
10cm.csv,0.05443344728276129,9.870256407171965e-05
15cm.csv,0.10345578438043591,9.862053769476343e-05
20cm.csv,0.15737999096512795,0.0001093739744337844
25cm.csv,0.20688334628939628,0.00010652431808392771
30cm.csv,0.2569461389183998,0.00010179344793224737
37cm.csv,0.32728585284948347,0.00012417122207839535
